"time","medium.T","eta","lambda","s","cv","u","h","d"
0.039996,243.189996,0.165635455644236,0.396641613598071,-400.738808775526,3452.8614472105,-105085.24166379,-104990.2435486,1066.33694571481
0.040198,243.190198,0.16563233343739,0.396641602028718,-400.735983039864,3452.862144565,-105084.544192393,-104989.546070518,1066.33687066436
0.0404,243.1904,0.165629211299411,0.396641590459368,-400.733157306006,3452.86284191945,-105083.846720856,-104988.848592294,1066.33679561374
0.040602,243.190602,0.165626089230298,0.396641578890023,-400.730331573951,3452.86353927383,-105083.149249177,-104988.151113929,1066.33672056295
0.040804,243.190804,0.165622967230051,0.396641567320683,-400.727505843699,3452.86423662815,-105082.451777358,-104987.453635424,1066.33664551199
0.041006,243.191006,0.165619845298667,0.396641555751346,-400.72468011525,3452.86493398241,-105081.754305398,-104986.756156778,1066.33657046086
0.041208,243.191208,0.165616723436143,0.396641544182014,-400.721854388603,3452.86563133661,-105081.056833297,-104986.058677991,1066.33649540956
0.04141,243.19141,0.165613601642479,0.396641532612686,-400.71902866376,3452.86632869074,-105080.359361056,-104985.361199063,1066.33642035809
0.041612,243.191612,0.165610479917673,0.396641521043363,-400.716202940721,3452.86702604481,-105079.661888673,-104984.663719994,1066.33634530645
0.041814,243.191814,0.165607358261723,0.396641509474043,-400.713377219484,3452.86772339882,-105078.96441615,-104983.966240784,1066.33627025464
0.042016,243.192016,0.165604236674627,0.396641497904728,-400.71055150005,3452.86842075276,-105078.266943485,-104983.268761434,1066.33619520266
0.042218,243.192218,0.165601115156384,0.396641486335418,-400.707725782418,3452.86911810664,-105077.56947068,-104982.571281942,1066.33612015051
0.04242,243.19242,0.165597993706992,0.396641474766111,-400.70490006659,3452.86981546046,-105076.871997734,-104981.87380231,1066.33604509819
